Cluster;RA_ICRS;DE_ICRS;dist;e_dist;age;e_age;FeH;e_FeH;Av;e_Av;Nc;alpha_high_int;alpha_high_er_int;alpha_low_int;alpha_low_er_int;Mc_int;Mc_er_int;offset_int;offset_er_int;mass_total;e_mass_total;bin_frac;average_ratio;str_average_ratio;segr_ratio;segr_ratio_std;mass_seg;mass_seg_pval
Gulliver_35;150.3452;-58.1981;2.025;0.051;8.091;0.223;0.058;0.061;1.342;0.064;93;-1.92937;0.30828;2.56152;0.40627;-0.00236;0.02555;1.57982;0.06657;281;56;0.63441;0.698;0.21937;0.85385;3.00539;0.22698;0.20698
Gulliver_36;123.2226;-35.1208;1.278;0.018;8.849;0.141;-0.08;0.063;0.969;0.129;130;-2.60734;0.66869;1.60955;0.26457;0.02926;0.02867;1.71754;0.09971;260;52;0.64615;0.73041;0.25541;1.30279;3.8827;0.28352;0.00873
Gulliver_37;292.0752;25.3313;1.479;0.032;8.261;0.161;-0.036;0.106;1.893;0.062;113;-2.10485;0.50538;1.43286;0.26603;0.07556;0.03803;1.74258;0.13338;306;61;0.57522;0.59299;0.24305;1.37498;2.77207;0.32175;0.00865
Gulliver_39;163.6979;-58.0499;2.465;0.119;8.852;0.177;-0.048;0.06;1.769;0.123;78;-1.48949;1.19845;1.79536;0.33227;0.09639;0.06236;1.60231;0.29429;373;74;0.66667;0.67021;0.23266;1.23727;1.96354;0.30357;0.19413
Gulliver_40;163.0982;-58.4122;1.524;0.021;7.901;0.204;0.151;0.071;0.671;0.102;50;-1.27432;0.42234;1.82695;0.53308;-0.07715;0.08069;1.18855;0.10262;131;26;0.46;0.64591;0.24136;1.36676;1.72102;0.4;0.03452
Gulliver_44;127.2252;-38.067;1.178;0.017;8.788;0.096;0.031;0.07;1.471;0.096;172;-1.98902;0.39585;2.27556;0.23814;-0.06624;0.02419;1.58881;0.06854;379;75;0.71512;0.75358;0.2292;1.38349;4.31181;0.2318;0.01639
Gulliver_47;107.9099;0.837;1.847;0.045;8.621;0.039;-0.116;0.032;0.448;0.051;184;-1.69384;0.37278;2.29326;0.32593;-0.07335;0.02918;1.55911;0.0681;466;93;0.45109;0.5945;0.22817;1.30472;7.10906;0.30303;0.00031
Gulliver_5;132.6015;-45.4904;2.054;0.094;7.083;0.051;0.075;0.062;2.117;0.068;78;-1.45079;0.22503;1.60974;0.3357;0.09867;0.0454;1.54692;0.0928;394;78;0.71795;0.72284;0.2467;;;0.47368;0.63736
Gulliver_50;181.347;-62.6797;1.657;0.029;8.023;0.151;0.054;0.051;1.081;0.033;197;-2.05101;0.2731;2.4469;0.24562;-0.09319;0.01991;1.56;0.05083;421;84;0.51269;0.69308;0.28261;1.42542;4.34631;0.55609;0.0
Gulliver_56;95.3891;26.9237;1.956;0.055;8.52;0.14;-0.084;0.033;0.899;0.086;90;-2.7233;0.66656;1.30532;0.2013;0.09402;0.03195;1.70864;0.15662;269;53;0.53333;0.57784;0.27438;1.01655;1.73177;0.21394;0.3117
Gulliver_59;195.7457;-64.6247;1.944;0.094;8.019;0.349;0.079;0.041;1.55;0.145;158;-1.94521;0.33924;1.87074;0.25018;0.05863;0.02803;1.7957;0.08818;411;82;0.55696;0.67455;0.25296;1.08985;5.7817;0.36339;0.00086
Gulliver_6;83.4051;-1.5811;0.408;0.001;7.124;0.014;-0.034;0.024;0.485;0.088;373;-1.47001;0.41428;0.45494;0.35165;-0.2;0.10069;1.5141;0.10984;365;73;0.35657;0.65741;0.23264;1.04796;4.18906;0.1064;0.64708
Gulliver_60;303.4523;29.7071;1.047;0.012;7.992;0.179;0.184;0.059;1.36;0.066;169;-2.15864;0.30496;2.13812;0.25154;-0.02562;0.02178;1.65774;0.06229;347;69;0.55621;0.63612;0.22348;1.06685;2.54868;0.28634;0.0016
Gulliver_8;80.5653;33.8029;1.037;0.02;7.437;0.076;-0.022;0.085;1.049;0.077;51;-1.26319;0.26967;2.08701;0.71216;-0.18748;0.08548;1.1184;0.07517;156;31;0.66667;0.63126;0.22451;1.7067;1.60426;0.1646;0.81137
Haffner_13;115.2647;-30.0759;0.551;0.001;7.541;0.026;-0.057;0.032;0.247;0.029;374;-1.74748;0.33103;0.78607;0.24373;-0.2;0.05522;1.53337;0.07684;393;78;0.39305;0.61241;0.22843;0.95365;3.27815;0.10122;0.62291
Haffner_16;117.5868;-25.4628;2.786;0.072;8.324;0.331;-0.058;0.054;0.388;0.033;169;-2.12256;0.41077;3.0;0.36564;-0.08066;0.02124;1.61404;0.06095;511;102;0.82249;0.73437;0.21008;1.98402;2.65348;0.31642;0.00044
Haffner_20;119.0604;-30.364;3.542;0.107;8.271;0.275;-0.174;0.043;2.224;0.057;91;-2.77805;0.77046;1.39343;0.19763;0.18154;0.03323;1.98763;0.24424;377;75;0.58242;0.62587;0.25106;;;;
Haffner_21;120.2959;-27.2172;2.683;0.072;8.804;0.055;-0.02;0.047;0.366;0.028;108;-2.65754;0.69384;2.16865;0.26444;-0.01695;0.02602;1.51983;0.09591;270;54;0.72222;0.63393;0.21575;1.23074;1.52572;0.24127;0.07926
Haffner_23;107.4003;-16.8847;1.965;0.051;8.695;0.097;-0.021;0.038;0.839;0.081;198;-1.13634;0.34765;2.50517;0.30516;-0.04698;0.02969;1.67177;0.06589;561;112;0.44949;0.65314;0.2483;1.32262;5.60626;0.28549;0.00056
Haffner_26;123.9004;-30.8439;2.635;0.058;8.82;0.036;-0.055;0.055;0.62;0.057;183;-1.60365;0.37903;2.05545;0.25869;0.00846;0.02875;1.72418;0.06962;602;120;0.51366;0.56216;0.25864;1.24384;2.98433;0.2782;0.0035
Haffner_3;106.0288;-6.1328;2.332;0.041;8.722;0.098;-0.142;0.028;1.329;0.075;118;-2.24006;1.10342;1.24731;0.20998;0.07065;0.05657;1.74301;0.25279;275;55;0.71186;0.57327;0.26912;1.254;1.44717;0.13936;0.67346
Haffner_4;106.5099;-15.0044;4.203;0.258;8.865;0.428;-0.237;0.038;1.489;0.184;185;-2.8309;0.75819;2.12197;0.27831;0.04184;0.02597;1.76203;0.13126;1119;223;0.8;0.73591;0.24591;0.98739;4.00991;0.17096;0.53541
Haffner_6;109.9982;-13.1523;4.106;0.188;8.633;0.12;-0.219;0.026;2.079;0.079;396;-2.434;0.66357;1.41581;0.16139;0.18104;0.02766;2.29799;0.18891;1745;349;0.62879;0.55416;0.25992;;;;
Haffner_7;110.7423;-29.5073;4.016;0.119;8.838;0.035;-0.106;0.063;0.811;0.052;114;-2.6302;0.90257;1.64998;0.27149;0.08473;0.03424;1.7645;0.17986;422;84;0.5;0.64254;0.28797;0.98107;2.11851;0.17526;0.69437
Haffner_8;110.7763;-12.3186;2.496;0.049;8.532;0.164;-0.116;0.06;1.29;0.061;221;-2.19468;0.73136;1.55174;0.25504;0.0443;0.04204;1.84535;0.16095;633;126;0.52489;0.59235;0.26736;1.37772;3.6753;0.3334;4e-05
Haffner_9;111.1713;-17.0041;2.647;0.105;7.97;0.267;-0.145;0.029;2.215;0.056;218;-2.04549;0.4284;1.5851;0.22535;0.05203;0.03315;1.81151;0.1085;582;116;0.6422;0.67062;0.27107;1.27578;2.13713;0.39822;4e-05
Harvard_10;244.8341;-54.9315;0.671;0.004;8.267;0.099;-0.024;0.029;0.586;0.049;252;-1.42258;0.2478;1.65446;0.18659;-0.09841;0.02971;1.67276;0.05745;425;85;0.44841;0.54351;0.24824;1.11042;3.51496;0.13056;0.21182
Harvard_20;298.319;18.3437;2.234;0.071;8.027;0.099;-0.002;0.063;0.936;0.059;152;-1.89398;0.33711;1.92161;0.3215;-0.01161;0.03283;1.59534;0.08773;483;96;0.55263;0.63714;0.22858;1.35443;3.38904;0.23011;0.03346
Hogg_16;202.3062;-61.2086;1.996;0.041;7.415;0.056;0.119;0.051;1.486;0.041;68;-1.57629;0.40986;1.18606;0.23247;0.11565;0.05657;1.60161;0.17662;232;46;0.64706;0.56832;0.25;1.68487;0.91866;0.59134;0.00439
Hogg_22;251.6592;-47.0786;2.416;0.102;6.945;0.071;0.064;0.073;2.169;0.018;74;-0.9809;0.40415;1.72116;0.46813;0.14151;0.09978;1.67399;0.26665;444;88;0.55405;0.66475;0.23413;;;;
Hogg_4;149.4142;-54.6099;3.484;0.164;8.999;0.038;-0.046;0.065;1.917;0.065;564;-1.52942;0.95619;1.58391;0.14533;0.14507;0.04088;2.22811;0.24878;2165;433;0.7305;0.7653;0.28702;;;0.30809;0.04014
IC_1369;318.0191;47.7696;2.87;0.099;8.49;0.229;-0.009;0.03;2.563;0.058;336;-1.56493;0.41412;1.59516;0.20684;0.11415;0.03434;1.99408;0.11858;1262;252;0.66667;0.68157;0.26474;;;0.43373;0.34627
IC_1434;332.6303;52.8524;3.016;0.128;8.118;0.266;-0.047;0.066;1.454;0.045;578;-2.2781;0.33181;2.36517;0.22112;0.09568;0.01825;2.30151;0.09186;1432;286;0.59343;0.7317;0.22676;1.25218;4.73305;0.15412;0.11081
IC_1442;333.9595;53.9963;2.808;0.112;7.465;0.087;-0.082;0.052;1.547;0.05;392;-2.16327;0.32427;1.63512;0.1957;0.06028;0.02787;2.06485;0.09777;1473;294;0.55102;0.61477;0.27012;1.15828;5.98062;0.14957;0.05812
IC_1590;13.2149;56.6326;2.532;0.188;6.871;0.139;-0.128;0.073;1.315;0.088;137;-1.23589;0.15651;2.07564;0.42933;-0.00209;0.03808;1.66052;0.06437;651;130;0.78102;0.7948;0.22153;1.27787;1.96815;0.15244;0.45819
IC_2157;91.1797;24.0869;1.877;0.049;7.738;0.282;-0.037;0.055;1.587;0.048;74;-1.47329;0.47739;1.16418;0.19429;0.07301;0.06447;1.5074;0.18455;189;37;0.58108;0.56935;0.29493;1.33787;2.01886;0.30754;0.11954
IC_2391;130.7678;-53.0893;0.149;0.0;7.761;0.021;0.124;0.04;0.088;0.032;289;-1.45672;0.34885;0.05896;0.23884;-0.2;0.10269;1.37756;0.07981;215;43;0.22491;0.5678;0.25615;1.15569;2.35659;0.2733;0.00654
IC_2395;130.4568;-48.0611;0.693;0.004;7.122;0.023;-0.034;0.039;0.474;0.044;361;-1.52541;0.26146;1.10254;0.3167;-0.2;0.05283;1.55934;0.07894;484;96;0.40443;0.69031;0.23103;0.96836;2.11322;0.09902;0.60285
IC_2488;141.7932;-57.0357;1.287;0.012;8.184;0.036;0.019;0.025;0.979;0.024;642;-1.8619;0.22666;2.09653;0.20011;-0.03747;0.01969;2.01739;0.05189;1190;238;0.46573;0.59169;0.24705;1.17707;5.11982;0.15216;0.00106
IC_2581;156.8493;-57.6239;2.421;0.114;7.135;0.079;0.041;0.071;1.435;0.022;217;-1.19843;0.20048;1.65942;0.24157;0.13236;0.04015;1.98484;0.09649;834;166;0.52074;0.58427;0.27222;1.40845;2.65511;0.26601;0.26432
IC_2602;160.6034;-64.3443;0.149;0.0;7.7;0.043;0.121;0.06;0.104;0.064;299;-1.28066;0.27087;0.16502;0.2184;-0.2;0.09393;1.47057;0.06968;264;52;0.32107;0.50254;0.25598;1.14766;1.88615;0.27896;0.00222
IC_2948;174.7877;-63.4337;2.242;0.081;6.814;0.063;-0.007;0.084;1.351;0.023;313;-1.39401;0.13489;2.02135;0.2645;0.0172;0.02674;1.9379;0.05286;1025;205;0.67732;0.77762;0.22103;1.08825;2.11547;0.06154;0.96683
IC_361;64.7416;58.2517;3.385;0.113;9.014;0.034;-0.229;0.041;2.374;0.044;748;-1.8164;1.04042;1.44623;0.12477;0.12474;0.03777;2.34037;0.23606;2459;491;0.81417;0.61772;0.27949;;;0.2036;0.23426
IC_4665;266.6712;5.5021;0.31;0.013;8.309;0.27;0.112;0.066;0.51;0.148;253;-1.93339;0.81814;0.29588;0.57501;-0.2;0.14835;1.28553;0.17094;308;61;0.79051;0.82766;0.19099;1.21903;2.87789;0.18955;0.1633
IC_4996;304.1411;37.6504;1.912;0.08;7.027;0.023;0.076;0.065;1.863;0.049;134;-1.23688;0.16767;1.99145;0.24378;0.02968;0.02927;1.6818;0.07647;500;100;0.74627;0.72642;0.2148;1.25385;0.67174;0.25702;0.175
Juchert_20;62.6978;46.8662;2.603;0.078;8.005;0.619;-0.188;0.047;2.41;0.163;162;-1.97058;0.33999;1.8211;0.24044;0.03497;0.03159;1.70136;0.08623;707;141;0.70988;0.68691;0.2491;1.14723;3.68595;0.17251;0.47618
Kharchenko_1;92.1846;24.2756;2.407;0.093;8.671;0.077;-0.186;0.041;1.549;0.114;106;-2.78261;0.89599;1.49554;0.2588;0.06713;0.0357;1.68993;0.17725;348;69;0.60377;0.55506;0.23617;1.40736;3.42875;0.2481;0.12326
King_12;358.254;61.9608;2.491;0.099;7.259;0.097;-0.099;0.059;1.837;0.053;86;-2.00498;0.61779;2.22119;0.35124;0.05212;0.03555;1.61476;0.14303;300;60;0.69767;0.63151;0.2255;0.81456;2.27939;0.22785;0.82053
King_13;2.5554;61.1745;3.23;0.107;8.76;0.045;-0.155;0.03;2.194;0.051;539;-1.90161;0.53983;1.51665;0.15831;0.09979;0.02934;2.17702;0.12626;1577;315;0.73098;0.61233;0.27313;;;0.18811;0.30445
King_14;8.0069;63.1666;2.232;0.086;7.47;0.11;-0.019;0.042;1.681;0.04;217;-1.56528;0.34231;1.81872;0.27001;-0.0322;0.04144;1.69831;0.10159;870;174;0.54839;0.56465;0.27051;1.03488;1.98023;0.1367;0.28892
King_15;8.2512;61.853;2.73;0.079;8.006;0.537;-0.109;0.039;2.063;0.082;131;-1.51906;0.3931;1.83432;0.27791;0.05746;0.03748;1.6719;0.10712;452;90;0.59542;0.71044;0.26112;0.65276;1.87052;0.2322;0.34352
King_16;10.9122;64.178;2.506;0.046;7.378;0.322;-0.063;0.055;2.528;0.049;149;-1.66944;0.3412;1.11057;0.17433;0.19606;0.04474;1.92029;0.15591;633;126;0.61745;0.61164;0.28633;2.67196;1.53446;0.18706;0.90954
King_17;77.0798;39.0688;3.318;0.075;7.559;0.45;-0.263;0.034;1.876;0.096;72;-1.25894;0.48705;1.37132;0.32024;0.07748;0.07136;1.5155;0.17039;281;56;0.61111;0.59696;0.26625;2.19874;1.58689;0.24839;0.57633
King_18;343.0382;58.3019;2.501;0.079;8.404;0.049;-0.09;0.027;2.096;0.063;287;-2.54596;0.42659;1.78607;0.21461;0.03318;0.02434;1.86476;0.08995;718;143;0.65157;0.70547;0.27263;1.17471;5.06942;0.33811;0.0
King_19;347.052;60.5269;2.487;0.081;8.775;0.042;-0.005;0.046;2.438;0.062;217;-1.52804;0.79523;1.39587;0.21435;0.15112;0.04604;1.93074;0.21431;676;135;0.58065;0.6738;0.27999;1.16388;1.96436;0.52195;0.00208
King_20;353.3215;58.4721;1.709;0.03;7.623;0.128;0.113;0.078;2.589;0.037;144;-1.68263;0.39648;1.30811;0.23354;0.07394;0.04428;1.7622;0.11814;471;94;0.54167;0.57256;0.25874;1.02931;2.26005;0.21709;0.10282
King_21;357.481;62.7052;2.811;0.147;7.196;0.107;-0.114;0.05;2.597;0.034;190;-1.46725;0.27609;1.64851;0.23578;0.04713;0.04033;1.71844;0.10896;1078;215;0.56842;0.61264;0.26993;;;;
King_4;39.0238;59.0265;2.203;0.062;7.923;0.347;-0.112;0.044;2.535;0.051;230;-1.93358;0.29254;1.6495;0.20006;0.04327;0.02755;1.80571;0.08331;888;177;0.56522;0.63422;0.26108;1.26136;2.35153;0.25714;0.00624
King_5;48.6598;52.6931;2.186;0.114;8.961;0.038;-0.129;0.03;2.586;0.046;504;-2.25462;0.64154;1.78678;0.19651;0.06363;0.02657;2.10547;0.12125;1275;255;0.62302;0.73731;0.28025;1.5157;7.51163;0.31389;0.0
King_6;51.9979;56.4272;0.702;0.001;8.072;0.193;0.041;0.06;1.909;0.062;290;-2.48611;0.25972;1.79819;0.14567;-0.04787;0.01622;1.76725;0.04713;497;99;0.58276;0.64292;0.22686;1.20812;1.91649;0.24713;0.00034
Koposov_10;86.8591;35.4311;2.377;0.12;8.279;0.348;-0.192;0.036;2.505;0.099;105;-1.49269;0.53362;1.88938;0.3811;-0.00573;0.04847;1.49012;0.11557;457;91;0.64762;0.67152;0.25193;0.73247;1.81114;0.44085;0.0014
Koposov_12;90.2358;35.2985;2.105;0.066;8.651;0.122;-0.101;0.03;1.852;0.062;304;-1.81238;0.54665;1.53804;0.22925;0.06013;0.03786;1.93343;0.12141;851;170;0.48026;0.6051;0.27251;1.51541;4.20181;0.36859;0.0
Koposov_36;84.2284;31.2199;1.64;0.06;7.623;0.417;-0.112;0.062;2.577;0.236;178;-2.37082;0.29909;2.05234;0.23521;0.04076;0.02021;1.82778;0.0725;537;107;0.63483;0.723;0.22677;1.54637;2.78157;0.1266;0.55507
Koposov_43;88.0901;29.8911;4.658;0.284;9.04;0.042;-0.307;0.079;2.047;0.097;127;-0.76078;1.80637;1.57885;0.22132;0.12666;0.09749;1.6181;0.43524;948;189;0.76378;0.65792;0.27814;;;;
Kronberger_4;296.2948;28.1618;6.866;0.742;8.908;0.072;0.072;0.086;2.575;0.103;112;-0.0;1.29067;1.35197;0.31695;0.2;0.1483;1.57057;0.36807;750;150;0.83929;0.62241;0.28279;;;;
LP_0201;118.9571;-29.4691;3.408;0.196;7.313;0.114;-0.142;0.051;2.32;0.039;135;-1.44171;0.26802;1.27269;0.18123;0.11781;0.04196;1.76271;0.11674;656;131;0.71852;0.57297;0.25761;;;;
LP_0665;108.7018;-26.2456;3.331;0.163;9.056;0.054;-0.068;0.058;1.333;0.1;125;-2.868;1.119;1.87288;0.29786;0.10467;0.0287;1.88398;0.21404;573;114;0.568;0.78215;0.25978;1.47672;5.4507;0.35569;0.01438
LP_0733;111.0731;-20.2464;2.613;0.082;7.523;0.031;-0.149;0.039;1.108;0.021;286;-1.81675;0.24506;2.0964;0.23444;-0.02134;0.02557;1.83172;0.07464;936;187;0.56993;0.64962;0.2524;1.07965;4.40449;0.05301;0.98685
LP_0782;153.9768;-59.0316;3.152;0.111;8.256;0.177;0.0;0.037;1.882;0.111;100;-2.36565;0.57394;1.47961;0.2507;0.13212;0.03429;1.84835;0.16012;346;69;0.69;0.59647;0.25618;2.31626;1.69403;0.553;0.02196
LP_1406;110.3253;-11.7901;2.597;0.155;8.646;0.314;-0.172;0.047;1.535;0.13;74;-2.44047;0.72917;2.14326;0.44477;0.05583;0.0343;1.61517;0.13508;270;54;0.52703;0.60009;0.21581;1.97336;2.11068;0.32661;0.16022
LP_1540;170.2306;-59.3058;2.454;0.076;9.161;0.026;-0.008;0.039;0.814;0.064;283;-1.52291;0.58676;1.8803;0.27697;-0.05422;0.03897;1.72791;0.0789;934;186;0.64311;0.74085;0.27909;1.28659;4.00261;0.47152;0.0
LP_1614;241.5615;-52.1413;2.121;0.073;7.804;0.337;0.152;0.036;3.276;0.066;168;-2.26897;0.51494;1.52177;0.20429;0.14211;0.03499;1.97564;0.17788;818;163;0.72024;0.71939;0.27463;;;;
LP_1800;337.8983;57.9894;1.329;0.03;8.277;0.112;0.038;0.039;1.761;0.065;330;-1.50772;0.30855;1.95751;0.26948;-0.0607;0.03302;1.79897;0.06764;1017;203;0.47879;0.59237;0.26208;1.59269;7.07206;0.33657;0.0
LP_1809;334.7117;57.426;2.596;0.148;8.338;0.292;-0.016;0.055;2.857;0.078;107;-2.35229;0.80745;1.64741;0.2892;0.14572;0.04083;1.88818;0.23325;487;97;0.6729;0.67329;0.25232;;;;
LP_198;112.1278;-20.1067;2.84;0.065;8.441;0.275;-0.127;0.038;1.177;0.06;403;-2.46302;0.39623;2.02839;0.19323;0.02045;0.02096;1.99573;0.0833;916;183;0.64268;0.67594;0.25924;0.90623;10.18503;0.27739;0.0
LP_1994;191.049;-58.08;1.812;0.04;8.824;0.039;0.04;0.045;1.461;0.047;269;-2.09661;0.57105;1.90693;0.21737;0.03419;0.02963;1.85068;0.12203;638;127;0.5948;0.68505;0.24456;1.35616;5.11202;0.14935;0.1532
LP_2000;319.0494;57.4778;1.313;0.016;8.157;0.083;0.154;0.045;1.783;0.036;242;-2.51086;0.57157;1.69984;0.2373;0.00279;0.02986;1.82018;0.10434;654;130;0.57025;0.79598;0.27888;1.03595;7.53784;0.40228;0.0
LP_2059;153.2595;-60.9018;2.149;0.05;7.996;0.076;-0.107;0.038;0.762;0.045;352;-2.26518;0.33068;2.23266;0.24096;-0.07059;0.02158;1.64918;0.05781;607;121;0.4858;0.65424;0.26375;1.2405;8.77628;0.28505;0.0
LP_2068;283.9673;-5.092;1.831;0.033;8.27;0.061;0.13;0.033;2.17;0.047;261;-1.63468;0.33261;2.03444;0.31429;0.00439;0.03326;1.87605;0.08128;850;170;0.6092;0.71792;0.25462;1.44638;3.01064;0.30296;6e-05
LP_2094;175.5312;-61.9362;1.614;0.028;8.334;0.114;0.042;0.03;0.876;0.038;204;-1.34126;0.42145;1.98271;0.3105;-0.0768;0.04258;1.6351;0.08284;569;113;0.48529;0.51579;0.26986;1.31522;3.14606;0.25783;0.00182
LP_2123;297.9696;22.1076;1.547;0.076;8.128;0.057;0.046;0.088;2.127;0.051;90;-1.80949;0.53363;2.19583;0.35287;0.06535;0.03729;1.69695;0.15618;305;61;0.72222;0.66876;0.21728;1.37447;1.60534;0.33877;0.04885
LP_2219;130.8037;-45.8155;1.416;0.018;8.031;0.071;0.043;0.003;1.303;0.046;568;-2.08796;0.21571;2.75982;0.25552;-0.10916;0.01575;1.88295;0.03955;1444;288;0.66021;0.81731;0.23504;1.33882;8.34605;0.19243;5e-05
LP_2220;127.4473;-41.3655;1.288;0.012;8.705;0.063;-0.1;0.057;1.057;0.106;182;-2.43741;0.65172;2.07723;0.44575;-0.05413;0.03481;1.62968;0.09004;365;73;0.41758;0.66893;0.23205;1.14592;6.25056;0.31549;0.00017
LP_2238;167.7031;-56.8407;1.146;0.012;8.712;0.15;-0.105;0.05;0.44;0.081;133;-1.78523;0.55639;2.24481;0.32887;-0.14213;0.03558;1.35126;0.0678;288;57;0.42857;0.57248;0.24884;1.39612;3.76206;0.27034;0.01761
LP_2253;307.5172;45.9047;1.384;0.023;8.045;0.144;0.027;0.073;1.611;0.106;143;-1.61895;0.27915;2.04853;0.27623;-0.05746;0.02979;1.54888;0.0668;384;76;0.66434;0.67567;0.25048;1.14228;3.62339;0.28139;0.00562
LP_2312;223.1395;-61.5089;1.025;0.01;8.162;0.216;0.042;0.097;1.753;0.105;65;-1.28212;0.43324;1.38123;0.45851;-0.01302;0.07099;1.43901;0.0995;198;39;0.75385;0.59191;0.23315;1.05747;1.75333;0.13961;0.89601
LP_2339;290.6811;18.6803;1.034;0.008;7.948;0.232;0.156;0.047;2.652;0.039;105;-1.81816;0.41105;1.99936;0.30623;-0.03752;0.03485;1.49492;0.09743;244;48;0.70476;0.75774;0.232;1.07296;1.7267;0.11662;0.83503
LP_589;119.8153;-19.1332;2.826;0.06;8.702;0.043;-0.117;0.033;0.268;0.036;177;-2.00137;0.43719;1.84549;0.29421;-0.00786;0.03106;1.61271;0.07516;524;104;0.50282;0.54844;0.26163;1.72323;6.09595;0.38861;0.0
LP_597;282.1025;8.7248;2.004;0.085;8.795;0.306;0.119;0.053;2.942;0.115;273;-1.65711;0.50971;2.01175;0.21201;0.08153;0.03329;1.95597;0.12821;1099;219;0.68864;0.75059;0.24354;1.86324;3.96317;0.37119;0.00083
LP_658;95.3039;-3.3948;1.4;0.02;9.013;0.02;-0.103;0.039;0.811;0.07;184;-2.43328;1.20394;1.38765;0.34301;0.02797;0.05139;1.75464;0.20283;420;84;0.38043;0.61771;0.25245;1.40906;10.08106;0.2298;0.01253
LP_866;261.7528;-39.4088;2.104;0.171;9.521;0.154;0.099;0.047;2.261;0.159;322;-0.0;3.57729;1.80559;0.19638;0.08157;0.09512;1.92579;0.44198;1219;243;0.84783;0.74961;0.25915;0.88664;3.84359;0.30659;1e-05
LP_930;102.8405;-1.8162;2.276;0.064;9.2;0.031;0.032;0.062;1.046;0.08;189;-2.68346;1.22739;1.45169;0.21666;0.09635;0.03252;1.94545;0.21472;508;101;0.63492;0.66946;0.27641;1.27149;3.77931;0.21754;0.04501
Loden_1194;211.9608;-59.7101;0.717;0.004;8.373;0.069;-0.027;0.027;0.764;0.046;74;-1.62097;0.23324;1.53701;0.21373;-0.12791;0.02841;1.25088;0.03869;140;28;0.47297;0.57899;0.28901;1.17223;3.68476;0.15288;0.74572
Loden_372;172.7549;-58.4947;1.665;0.041;8.149;0.105;0.092;0.058;1.087;0.06;122;-1.57461;0.44531;1.69097;0.32144;-0.06824;0.04789;1.51209;0.10537;380;76;0.51639;0.56169;0.24657;1.31906;2.23618;0.31148;0.00512
Loden_46;155.9499;-54.6193;1.093;0.006;8.915;0.062;-0.119;0.063;0.483;0.135;115;-1.22062;0.28075;2.1135;0.24812;-0.14511;0.02863;1.46389;0.04183;288;57;0.66957;0.64408;0.22643;1.39664;11.38536;0.37078;0.00061
Lynga_2;216.1662;-61.3541;0.918;0.007;8.05;0.121;-0.05;0.035;1.026;0.031;184;-1.63821;0.24439;2.20183;0.28387;-0.11656;0.02656;1.478;0.05347;367;73;0.44022;0.52125;0.2357;1.14813;2.67798;0.18669;0.07066
Majaess_65;87.4379;27.076;0.926;0.007;8.054;0.093;-0.048;0.04;0.808;0.044;42;-1.36637;0.37261;1.74219;0.33846;-0.12513;0.04491;1.13657;0.06845;98;19;0.5;0.75524;0.25997;0.89613;1.09049;0.32212;0.20351
Mamajek_4;276.3936;-50.8305;0.442;0.01;8.772;0.041;-0.006;0.056;0.335;0.073;358;-1.41258;0.48485;1.1877;0.28847;-0.2;0.05949;1.67714;0.06668;506;101;0.57542;0.65835;0.21797;1.13138;9.13369;0.15691;0.05908
Markarian_38;273.8232;-19.007;1.662;0.048;7.164;0.161;0.031;0.071;1.061;0.048;45;-1.07992;0.33787;1.3864;0.45722;0.04738;0.08198;1.27647;0.1357;156;31;0.6;0.56932;0.2665;0.96027;1.22598;0.27143;0.54388
Melotte_22;56.8112;24.1892;0.135;0.0;8.005;0.016;-0.017;0.01;0.349;0.036;1236;-1.74569;0.32999;0.22909;0.22169;-0.2;0.06544;1.77512;0.0627;816;163;0.17961;0.58519;0.22871;1.24056;2.96354;0.19247;0.0001
Melotte_72;114.6221;-10.7028;2.578;0.089;9.097;0.026;0.066;0.063;0.23;0.016;254;-2.07399;0.89093;1.53963;0.24018;0.03461;0.04027;1.87696;0.14952;709;141;0.6811;0.61879;0.25922;1.40568;2.65316;0.2016;0.0135
NGC_1027;40.6822;61.6262;1.069;0.004;8.104;0.129;-0.038;0.047;1.486;0.062;472;-1.98202;0.26015;2.12128;0.21508;-0.07511;0.02112;1.84859;0.0522;879;175;0.43432;0.60122;0.2498;1.07895;4.1938;0.1914;0.00029
NGC_103;6.3188;61.3254;2.984;0.064;7.996;0.142;-0.123;0.035;1.723;0.041;284;-1.70461;0.46628;1.35401;0.21346;0.05924;0.04652;1.86863;0.14168;841;168;0.58451;0.61247;0.28788;1.26976;2.53467;0.36559;0.00029
NGC_1220;47.9197;53.3459;2.493;0.049;7.553;0.224;-0.113;0.027;2.477;0.028;67;-1.39851;0.53196;0.98566;0.24078;0.15086;0.07625;1.57179;0.21543;255;51;0.53731;0.55643;0.28432;0.83934;0.71392;0.41538;0.80054
NGC_129;7.5498;60.2434;1.723;0.026;7.963;0.038;0.002;0.052;1.854;0.026;720;-1.78925;0.29213;1.95467;0.22697;-0.0136;0.02755;2.11429;0.076;1577;315;0.54028;0.64511;0.25841;1.47708;7.99223;0.26603;0.0
NGC_1342;52.868;37.3958;0.636;0.003;8.605;0.095;-0.005;0.028;1.263;0.045;478;-2.19537;0.29145;2.23749;0.22305;-0.12632;0.01866;1.77302;0.04236;925;185;0.55649;0.76295;0.24836;1.3375;3.08755;0.16905;0.00627
